Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T002_001,SE_T002_002,SE_T002_006
Census Tract 5210,"Census Tract 5210, Harris County, Texas",48201521000,140,0,48,201,22,,521000,2103,4733.274,0.444301286
Census Tract 5211,"Census Tract 5211, Harris County, Texas",48201521100,140,0,48,201,22,,521100,2177,9430.993,0.23083466
Census Tract 5212,"Census Tract 5212, Harris County, Texas",48201521200,140,0,48,201,22,,521200,6328,8730.192,0.72484081
Census Tract 5213,"Census Tract 5213, Harris County, Texas",48201521300,140,0,48,201,22,,521300,5439,4830.573,1.125953479
Census Tract 5214,"Census Tract 5214, Harris County, Texas",48201521400,140,0,48,201,22,,521400,7593,12937.43,0.586901561
Census Tract 5215,"Census Tract 5215, Harris County, Texas",48201521500,140,0,48,201,22,,521500,5897,7509.688,0.785252287
Census Tract 5216,"Census Tract 5216, Harris County, Texas",48201521600,140,0,48,201,22,,521600,3632,1409.297,2.5771714
Census Tract 5217,"Census Tract 5217, Harris County, Texas",48201521700,140,0,48,201,22,,521700,6609,3109.852,2.125181275
Census Tract 5218,"Census Tract 5218, Harris County, Texas",48201521800,140,0,48,201,22,,521800,5778,2129.446,2.713382456
Census Tract 5219,"Census Tract 5219, Harris County, Texas",48201521900,140,0,48,201,22,,521900,6537,4441.642,1.471753151
Census Tract 5220,"Census Tract 5220, Harris County, Texas",48201522000,140,0,48,201,22,,522000,4434,5727.639,0.774141038
Census Tract 5221,"Census Tract 5221, Harris County, Texas",48201522100,140,0,48,201,22,,522100,7445,8364.988,0.890019182
Census Tract 5222.01,"Census Tract 5222.01, Harris County, Texas",48201522201,140,0,48,201,22,,522201,3687,5862.497,0.628912952
Census Tract 5222.02,"Census Tract 5222.02, Harris County, Texas",48201522202,140,0,48,201,22,,522202,3655,5352.833,0.682815905
Census Tract 5223.01,"Census Tract 5223.01, Harris County, Texas",48201522301,140,0,48,201,22,,522301,4126,7711.123,0.535071205
Census Tract 5223.02,"Census Tract 5223.02, Harris County, Texas",48201522302,140,0,48,201,22,,522302,3909,7468.281,0.523413622
Census Tract 5224.01,"Census Tract 5224.01, Harris County, Texas",48201522401,140,0,48,201,22,,522401,5259,4922.654,1.068326185
Census Tract 5224.02,"Census Tract 5224.02, Harris County, Texas",48201522402,140,0,48,201,22,,522402,3920,3540.15,1.107297794
Census Tract 5225,"Census Tract 5225, Harris County, Texas",48201522500,140,0,48,201,22,,522500,4461,2862.742,1.558296023
Census Tract 5301,"Census Tract 5301, Harris County, Texas",48201530100,140,0,48,201,22,,530100,6233,6217.358,1.002515842
Census Tract 5302,"Census Tract 5302, Harris County, Texas",48201530200,140,0,48,201,22,,530200,3373,2472.519,1.364195896
Census Tract 5303,"Census Tract 5303, Harris County, Texas",48201530300,140,0,48,201,22,,530300,2400,3383.77,0.709268151
Census Tract 5304,"Census Tract 5304, Harris County, Texas",48201530400,140,0,48,201,22,,530400,2602,4234.663,0.614452654
Census Tract 5305,"Census Tract 5305, Harris County, Texas",48201530500,140,0,48,201,22,,530500,4763,5230.582,0.91060615
Census Tract 5306,"Census Tract 5306, Harris County, Texas",48201530600,140,0,48,201,22,,530600,3612,3029.83,1.192146064
Census Tract 5307,"Census Tract 5307, Harris County, Texas",48201530700,140,0,48,201,22,,530700,5606,5205.971,1.07684051
Census Tract 5308,"Census Tract 5308, Harris County, Texas",48201530800,140,0,48,201,22,,530800,3849,2166.305,1.776758425
Census Tract 5309,"Census Tract 5309, Harris County, Texas",48201530900,140,0,48,201,22,,530900,4187,5419.354,0.772601263
Census Tract 5310,"Census Tract 5310, Harris County, Texas",48201531000,140,0,48,201,22,,531000,3629,3938.879,0.921328207
Census Tract 5311,"Census Tract 5311, Harris County, Texas",48201531100,140,0,48,201,22,,531100,2854,4476.92,0.637491757
Census Tract 5312,"Census Tract 5312, Harris County, Texas",48201531200,140,0,48,201,22,,531200,3162,4276.722,0.739351302
Census Tract 5313,"Census Tract 5313, Harris County, Texas",48201531300,140,0,48,201,22,,531300,5380,9043.858,0.594878818
Census Tract 5314,"Census Tract 5314, Harris County, Texas",48201531400,140,0,48,201,22,,531400,2053,4991.87,0.411268701
Census Tract 5315,"Census Tract 5315, Harris County, Texas",48201531500,140,0,48,201,22,,531500,3020,4100.048,0.736576772
Census Tract 5316,"Census Tract 5316, Harris County, Texas",48201531600,140,0,48,201,22,,531600,2823,3104.017,0.909466762
Census Tract 5317,"Census Tract 5317, Harris County, Texas",48201531700,140,0,48,201,22,,531700,2829,3933.927,0.719128814
Census Tract 5318,"Census Tract 5318, Harris County, Texas",48201531800,140,0,48,201,22,,531800,2352,1875.163,1.254290753
Census Tract 5319,"Census Tract 5319, Harris County, Texas",48201531900,140,0,48,201,22,,531900,4708,2813.543,1.67333478
Census Tract 5320.01,"Census Tract 5320.01, Harris County, Texas",48201532001,140,0,48,201,22,,532001,4867,6491.766,0.749718918
Census Tract 5320.02,"Census Tract 5320.02, Harris County, Texas",48201532002,140,0,48,201,22,,532002,1008,4085.724,0.246712726
Census Tract 5321,"Census Tract 5321, Harris County, Texas",48201532100,140,0,48,201,22,,532100,5777,7932.248,0.72829295
Census Tract 5322,"Census Tract 5322, Harris County, Texas",48201532200,140,0,48,201,22,,532200,2790,3884.738,0.718195219
Census Tract 5323,"Census Tract 5323, Harris County, Texas",48201532300,140,0,48,201,22,,532300,5520,2304.17,2.395656659
Census Tract 5324,"Census Tract 5324, Harris County, Texas",48201532400,140,0,48,201,22,,532400,6112,3403.835,1.795621447
Census Tract 5325.01,"Census Tract 5325.01, Harris County, Texas",48201532501,140,0,48,201,22,,532501,8895,4807.16,1.850364944
Census Tract 5325.02,"Census Tract 5325.02, Harris County, Texas",48201532502,140,0,48,201,22,,532502,5562,5344.55,1.040686289
Census Tract 5326,"Census Tract 5326, Harris County, Texas",48201532600,140,0,48,201,22,,532600,6558,6347.938,1.033091273
Census Tract 5327,"Census Tract 5327, Harris County, Texas",48201532700,140,0,48,201,22,,532700,4820,4743.463,1.01613521
Census Tract 5328,"Census Tract 5328, Harris County, Texas",48201532800,140,0,48,201,22,,532800,1684,3284.591,0.51269697
Census Tract 5329,"Census Tract 5329, Harris County, Texas",48201532900,140,0,48,201,22,,532900,4667,7082.644,0.658934713
Census Tract 5330,"Census Tract 5330, Harris County, Texas",48201533000,140,0,48,201,22,,533000,2245,3281.452,0.684148344
Census Tract 5331,"Census Tract 5331, Harris County, Texas",48201533100,140,0,48,201,22,,533100,6449,4793.374,1.345398898
Census Tract 5332,"Census Tract 5332, Harris County, Texas",48201533200,140,0,48,201,22,,533200,3222,3115.179,1.034290506
Census Tract 5333,"Census Tract 5333, Harris County, Texas",48201533300,140,0,48,201,22,,533300,5880,4303.678,1.366273126
Census Tract 5334,"Census Tract 5334, Harris County, Texas",48201533400,140,0,48,201,22,,533400,9655,3657.527,2.639761651
Census Tract 5335,"Census Tract 5335, Harris County, Texas",48201533500,140,0,48,201,22,,533500,4383,4250.169,1.031253041
Census Tract 5336,"Census Tract 5336, Harris County, Texas",48201533600,140,0,48,201,22,,533600,5480,4040.249,1.35635223
Census Tract 5337.01,"Census Tract 5337.01, Harris County, Texas",48201533701,140,0,48,201,22,,533701,5695,1681.041,3.387780947
Census Tract 5337.02,"Census Tract 5337.02, Harris County, Texas",48201533702,140,0,48,201,22,,533702,3498,9219.056,0.379431488
Census Tract 5338.01,"Census Tract 5338.01, Harris County, Texas",48201533801,140,0,48,201,22,,533801,8645,2639.284,3.275509385
Census Tract 5338.02,"Census Tract 5338.02, Harris County, Texas",48201533802,140,0,48,201,22,,533802,6182,2910.026,2.124379341
Census Tract 5339.01,"Census Tract 5339.01, Harris County, Texas",48201533901,140,0,48,201,22,,533901,9260,8323.852,1.112465772
Census Tract 5339.02,"Census Tract 5339.02, Harris County, Texas",48201533902,140,0,48,201,22,,533902,4408,5925.368,0.743920049
Census Tract 5340.01,"Census Tract 5340.01, Harris County, Texas",48201534001,140,0,48,201,22,,534001,2959,2024.883,1.46131874
Census Tract 5340.02,"Census Tract 5340.02, Harris County, Texas",48201534002,140,0,48,201,22,,534002,5680,4513.521,1.258440966
Census Tract 5340.03,"Census Tract 5340.03, Harris County, Texas",48201534003,140,0,48,201,22,,534003,2678,5323.475,0.50305484
Census Tract 5341,"Census Tract 5341, Harris County, Texas",48201534100,140,0,48,201,22,,534100,7488,1541.197,4.858560735
Census Tract 5342.01,"Census Tract 5342.01, Harris County, Texas",48201534201,140,0,48,201,22,,534201,2582,1922.087,1.343331707
Census Tract 5342.02,"Census Tract 5342.02, Harris County, Texas",48201534202,140,0,48,201,22,,534202,8515,4796.313,1.775321739
Census Tract 5342.03,"Census Tract 5342.03, Harris County, Texas",48201534203,140,0,48,201,22,,534203,1716,1055.848,1.625233785
Census Tract 5401,"Census Tract 5401, Harris County, Texas",48201540100,140,0,48,201,22,,540100,12349,1435.155,8.604646817
Census Tract 5402,"Census Tract 5402, Harris County, Texas",48201540200,140,0,48,201,22,,540200,2654,2745.038,0.966835368
Census Tract 5405.01,"Census Tract 5405.01, Harris County, Texas",48201540501,140,0,48,201,22,,540501,6024,9215.678,0.653668666
Census Tract 5405.02,"Census Tract 5405.02, Harris County, Texas",48201540502,140,0,48,201,22,,540502,5248,3828.953,1.370609825
Census Tract 5406.01,"Census Tract 5406.01, Harris County, Texas",48201540601,140,0,48,201,22,,540601,2632,3381.154,0.778432564
Census Tract 5406.02,"Census Tract 5406.02, Harris County, Texas",48201540602,140,0,48,201,22,,540602,6979,6633.347,1.05210835
Census Tract 5407,"Census Tract 5407, Harris County, Texas",48201540700,140,0,48,201,22,,540700,7505,2508.752,2.991526988
Census Tract 5408,"Census Tract 5408, Harris County, Texas",48201540800,140,0,48,201,22,,540800,7883,2138.476,3.686270747
Census Tract 5409.01,"Census Tract 5409.01, Harris County, Texas",48201540901,140,0,48,201,22,,540901,2496,4108.048,0.607587757
Census Tract 5409.02,"Census Tract 5409.02, Harris County, Texas",48201540902,140,0,48,201,22,,540902,6965,3991.37,1.745015035
Census Tract 5410.01,"Census Tract 5410.01, Harris County, Texas",48201541001,140,0,48,201,22,,541001,10368,5047.264,2.054182104
Census Tract 5410.02,"Census Tract 5410.02, Harris County, Texas",48201541002,140,0,48,201,22,,541002,7924,2856.192,2.774323279
Census Tract 5410.03,"Census Tract 5410.03, Harris County, Texas",48201541003,140,0,48,201,22,,541003,12938,4636.572,2.790423739
Census Tract 5411,"Census Tract 5411, Harris County, Texas",48201541100,140,0,48,201,22,,541100,6536,5004.867,1.305928831
Census Tract 5412.01,"Census Tract 5412.01, Harris County, Texas",48201541201,140,0,48,201,22,,541201,8799,5074.365,1.734009965
Census Tract 5412.02,"Census Tract 5412.02, Harris County, Texas",48201541202,140,0,48,201,22,,541202,8811,7129.36,1.235875224
Census Tract 5412.03,"Census Tract 5412.03, Harris County, Texas",48201541203,140,0,48,201,22,,541203,2682,4536.201,0.591243666
Census Tract 5413,"Census Tract 5413, Harris County, Texas",48201541300,140,0,48,201,22,,541300,11303,5513.669,2.049995985
Census Tract 5414,"Census Tract 5414, Harris County, Texas",48201541400,140,0,48,201,22,,541400,14539,8504.675,1.709530314
Census Tract 5415,"Census Tract 5415, Harris County, Texas",48201541500,140,0,48,201,22,,541500,5216,4395.953,1.186546038
Census Tract 5416.01,"Census Tract 5416.01, Harris County, Texas",48201541601,140,0,48,201,22,,541601,4430,2508.162,1.76623328
Census Tract 5416.02,"Census Tract 5416.02, Harris County, Texas",48201541602,140,0,48,201,22,,541602,9669,4943.211,1.956016012
Census Tract 5417,"Census Tract 5417, Harris County, Texas",48201541700,140,0,48,201,22,,541700,9712,1177.791,8.245943997
Census Tract 5418,"Census Tract 5418, Harris County, Texas",48201541800,140,0,48,201,22,,541800,5762,2939.313,1.960321824
Census Tract 5419,"Census Tract 5419, Harris County, Texas",48201541900,140,0,48,201,22,,541900,6402,3004.444,2.130843849
Census Tract 5420,"Census Tract 5420, Harris County, Texas",48201542000,140,0,48,201,22,,542000,15167,7289.93,2.0805413
Census Tract 5421.01,"Census Tract 5421.01, Harris County, Texas",48201542101,140,0,48,201,22,,542101,17754,5060.585,3.50829
Census Tract 5421.02,"Census Tract 5421.02, Harris County, Texas",48201542102,140,0,48,201,22,,542102,14625,5964.544,2.451989739
Census Tract 5422,"Census Tract 5422, Harris County, Texas",48201542200,140,0,48,201,22,,542200,16532,1799.222,9.188417861
Census Tract 5423.01,"Census Tract 5423.01, Harris County, Texas",48201542301,140,0,48,201,22,,542301,12365,5376.315,2.299902548
Census Tract 5423.02,"Census Tract 5423.02, Harris County, Texas",48201542302,140,0,48,201,22,,542302,6459,3771.516,1.712573958
Census Tract 5424,"Census Tract 5424, Harris County, Texas",48201542400,140,0,48,201,22,,542400,10040,4491.068,2.235548582
Census Tract 5425,"Census Tract 5425, Harris County, Texas",48201542500,140,0,48,201,22,,542500,2161,1277.969,1.690963819
Census Tract 5426,"Census Tract 5426, Harris County, Texas",48201542600,140,0,48,201,22,,542600,4393,2474.792,1.775098572
Census Tract 5427,"Census Tract 5427, Harris County, Texas",48201542700,140,0,48,201,22,,542700,4393,2369.765,1.853770365
Census Tract 5428,"Census Tract 5428, Harris County, Texas",48201542800,140,0,48,201,22,,542800,6983,2021.667,3.454080482
Census Tract 5429,"Census Tract 5429, Harris County, Texas",48201542900,140,0,48,201,22,,542900,11156,534.8065,20.85988198
Census Tract 5430.01,"Census Tract 5430.01, Harris County, Texas",48201543001,140,0,48,201,22,,543001,6421,153.1815,41.91758417
Census Tract 5430.02,"Census Tract 5430.02, Harris County, Texas",48201543002,140,0,48,201,22,,543002,10057,766.5641,13.11958048
Census Tract 5430.03,"Census Tract 5430.03, Harris County, Texas",48201543003,140,0,48,201,22,,543003,16578,6969.201,2.378751948
Census Tract 5431,"Census Tract 5431, Harris County, Texas",48201543100,140,0,48,201,22,,543100,2155,44.11275,48.85208426
Census Tract 5432,"Census Tract 5432, Harris County, Texas",48201543200,140,0,48,201,22,,543200,5924,378.1587,15.66538223
Census Tract 5501,"Census Tract 5501, Harris County, Texas",48201550100,140,0,48,201,22,,550100,4719,3482.733,1.354970371
Census Tract 5502,"Census Tract 5502, Harris County, Texas",48201550200,140,0,48,201,22,,550200,3727,3859.603,0.96564347
Census Tract 5503.01,"Census Tract 5503.01, Harris County, Texas",48201550301,140,0,48,201,22,,550301,6600,6080.308,1.085471438
Census Tract 5503.02,"Census Tract 5503.02, Harris County, Texas",48201550302,140,0,48,201,22,,550302,8785,2562.062,3.428878435
Census Tract 5504.01,"Census Tract 5504.01, Harris County, Texas",48201550401,140,0,48,201,22,,550401,10249,2660.823,3.85181553
Census Tract 5504.02,"Census Tract 5504.02, Harris County, Texas",48201550402,140,0,48,201,22,,550402,9449,5192.351,1.819792215
Census Tract 5505,"Census Tract 5505, Harris County, Texas",48201550500,140,0,48,201,22,,550500,5665,3356.193,1.687924423
Census Tract 5506.01,"Census Tract 5506.01, Harris County, Texas",48201550601,140,0,48,201,22,,550601,6731,8564.949,0.785877386
Census Tract 5506.02,"Census Tract 5506.02, Harris County, Texas",48201550602,140,0,48,201,22,,550602,3015,6965.681,0.432836368
Census Tract 5506.03,"Census Tract 5506.03, Harris County, Texas",48201550603,140,0,48,201,22,,550603,5632,8387.053,0.671511219
Census Tract 5507,"Census Tract 5507, Harris County, Texas",48201550700,140,0,48,201,22,,550700,3038,1296.775,2.342734793
Census Tract 5508,"Census Tract 5508, Harris County, Texas",48201550800,140,0,48,201,22,,550800,3468,4512.897,0.768464178
Census Tract 5509,"Census Tract 5509, Harris County, Texas",48201550900,140,0,48,201,22,,550900,8741,7125.638,1.226697189
Census Tract 5510,"Census Tract 5510, Harris County, Texas",48201551000,140,0,48,201,22,,551000,3377,7872.254,0.428974961
Census Tract 5511,"Census Tract 5511, Harris County, Texas",48201551100,140,0,48,201,22,,551100,9497,5334.778,1.780205159
Census Tract 5512,"Census Tract 5512, Harris County, Texas",48201551200,140,0,48,201,22,,551200,6747,4894.998,1.378345768
Census Tract 5513,"Census Tract 5513, Harris County, Texas",48201551300,140,0,48,201,22,,551300,3818,4977.875,0.766993901
Census Tract 5514,"Census Tract 5514, Harris County, Texas",48201551400,140,0,48,201,22,,551400,4335,1412.867,3.068229274
Census Tract 5515,"Census Tract 5515, Harris County, Texas",48201551500,140,0,48,201,22,,551500,7803,2038.9,3.827064064
Census Tract 5516,"Census Tract 5516, Harris County, Texas",48201551600,140,0,48,201,22,,551600,8294,7012.728,1.182706638
Census Tract 5517.01,"Census Tract 5517.01, Harris County, Texas",48201551701,140,0,48,201,22,,551701,9087,5239.635,1.734281008
Census Tract 5517.02,"Census Tract 5517.02, Harris County, Texas",48201551702,140,0,48,201,22,,551702,4024,5026.505,0.800556219
Census Tract 5517.03,"Census Tract 5517.03, Harris County, Texas",48201551703,140,0,48,201,22,,551703,7692,6437.117,1.194944919
Census Tract 5518,"Census Tract 5518, Harris County, Texas",48201551800,140,0,48,201,22,,551800,4386,1890.896,2.319535071
Census Tract 5519,"Census Tract 5519, Harris County, Texas",48201551900,140,0,48,201,22,,551900,5881,8528.355,0.689581959
Census Tract 5520.01,"Census Tract 5520.01, Harris County, Texas",48201552001,140,0,48,201,22,,552001,8117,4756.129,1.706639954
Census Tract 5520.02,"Census Tract 5520.02, Harris County, Texas",48201552002,140,0,48,201,22,,552002,1415,2195.016,0.644642369
Census Tract 5521.01,"Census Tract 5521.01, Harris County, Texas",48201552101,140,0,48,201,22,,552101,3883,4316.087,0.89965745
Census Tract 5521.02,"Census Tract 5521.02, Harris County, Texas",48201552102,140,0,48,201,22,,552102,5928,4849.253,1.222456243
Census Tract 5521.03,"Census Tract 5521.03, Harris County, Texas",48201552103,140,0,48,201,22,,552103,2954,4905.104,0.602229817
Census Tract 5522,"Census Tract 5522, Harris County, Texas",48201552200,140,0,48,201,22,,552200,6511,1689.403,3.854023262
Census Tract 5523.01,"Census Tract 5523.01, Harris County, Texas",48201552301,140,0,48,201,22,,552301,3961,2400.141,1.650319615
Census Tract 5523.02,"Census Tract 5523.02, Harris County, Texas",48201552302,140,0,48,201,22,,552302,4962,3541.619,1.401053982
Census Tract 5524,"Census Tract 5524, Harris County, Texas",48201552400,140,0,48,201,22,,552400,6599,2796.565,2.359680431
Census Tract 5525,"Census Tract 5525, Harris County, Texas",48201552500,140,0,48,201,22,,552500,10270,4865.544,2.110760745
Census Tract 5526.01,"Census Tract 5526.01, Harris County, Texas",48201552601,140,0,48,201,22,,552601,5339,4828.843,1.10564798
Census Tract 5526.02,"Census Tract 5526.02, Harris County, Texas",48201552602,140,0,48,201,22,,552602,5968,2954.052,2.020276156
Census Tract 5527,"Census Tract 5527, Harris County, Texas",48201552700,140,0,48,201,22,,552700,8092,4234.775,1.910845147
Census Tract 5528,"Census Tract 5528, Harris County, Texas",48201552800,140,0,48,201,22,,552800,8826,3550.022,2.486181403
Census Tract 5529,"Census Tract 5529, Harris County, Texas",48201552900,140,0,48,201,22,,552900,6966,3717.954,1.873610997
Census Tract 5530.01,"Census Tract 5530.01, Harris County, Texas",48201553001,140,0,48,201,22,,553001,5044,2793.442,1.805657787
Census Tract 5530.02,"Census Tract 5530.02, Harris County, Texas",48201553002,140,0,48,201,22,,553002,4565,2593.666,1.760056803
Census Tract 5531,"Census Tract 5531, Harris County, Texas",48201553100,140,0,48,201,22,,553100,6140,4713.485,1.302645418
Census Tract 5532,"Census Tract 5532, Harris County, Texas",48201553200,140,0,48,201,22,,553200,6743,4120.122,1.636602177
Census Tract 5533,"Census Tract 5533, Harris County, Texas",48201553300,140,0,48,201,22,,553300,4600,8589.041,0.535566188
Census Tract 5534.01,"Census Tract 5534.01, Harris County, Texas",48201553401,140,0,48,201,22,,553401,3815,2656.309,1.436203179
Census Tract 5534.02,"Census Tract 5534.02, Harris County, Texas",48201553402,140,0,48,201,22,,553402,6899,3332.244,2.070376774
Census Tract 5534.03,"Census Tract 5534.03, Harris County, Texas",48201553403,140,0,48,201,22,,553403,6185,2419.447,2.556369373
Census Tract 5535,"Census Tract 5535, Harris County, Texas",48201553500,140,0,48,201,22,,553500,6370,4642.773,1.37202489
Census Tract 5536,"Census Tract 5536, Harris County, Texas",48201553600,140,0,48,201,22,,553600,6273,3376.265,1.857969998
Census Tract 5537,"Census Tract 5537, Harris County, Texas",48201553700,140,0,48,201,22,,553700,3960,3264.116,1.213192107
Census Tract 5538.01,"Census Tract 5538.01, Harris County, Texas",48201553801,140,0,48,201,22,,553801,2486,1739.451,1.429186544
Census Tract 5538.02,"Census Tract 5538.02, Harris County, Texas",48201553802,140,0,48,201,22,,553802,7672,3725.679,2.059221896
Census Tract 5539,"Census Tract 5539, Harris County, Texas",48201553900,140,0,48,201,22,,553900,7748,3855.81,2.009435179
Census Tract 5540.01,"Census Tract 5540.01, Harris County, Texas",48201554001,140,0,48,201,22,,554001,3299,2569.721,1.283797068
Census Tract 5540.02,"Census Tract 5540.02, Harris County, Texas",48201554002,140,0,48,201,22,,554002,4307,2613.544,1.647953967
Census Tract 5541.01,"Census Tract 5541.01, Harris County, Texas",48201554101,140,0,48,201,22,,554101,1245,4096.546,0.303914536
Census Tract 5541.02,"Census Tract 5541.02, Harris County, Texas",48201554102,140,0,48,201,22,,554102,9399,5405.662,1.73873238
Census Tract 5542,"Census Tract 5542, Harris County, Texas",48201554200,140,0,48,201,22,,554200,6229,2297.647,2.711034182
Census Tract 5543.01,"Census Tract 5543.01, Harris County, Texas",48201554301,140,0,48,201,22,,554301,7331,3465.138,2.115644551
Census Tract 5543.02,"Census Tract 5543.02, Harris County, Texas",48201554302,140,0,48,201,22,,554302,4420,1936.527,2.282436058
Census Tract 5544.01,"Census Tract 5544.01, Harris County, Texas",48201554401,140,0,48,201,22,,554401,13497,2367.023,5.702099392
Census Tract 5544.02,"Census Tract 5544.02, Harris County, Texas",48201554402,140,0,48,201,22,,554402,12826,2353.812,5.449032968
Census Tract 5544.03,"Census Tract 5544.03, Harris County, Texas",48201554403,140,0,48,201,22,,554403,8692,2095.623,4.147691804
Census Tract 5545.01,"Census Tract 5545.01, Harris County, Texas",48201554501,140,0,48,201,22,,554501,5287,1118.653,4.726219195
Census Tract 5545.02,"Census Tract 5545.02, Harris County, Texas",48201554502,140,0,48,201,22,,554502,6327,3548.988,1.782761542
Census Tract 5546,"Census Tract 5546, Harris County, Texas",48201554600,140,0,48,201,22,,554600,4605,3275.833,1.40574937
Census Tract 5547,"Census Tract 5547, Harris County, Texas",48201554700,140,0,48,201,22,,554700,6937,3902.522,1.777568467
Census Tract 5548.01,"Census Tract 5548.01, Harris County, Texas",48201554801,140,0,48,201,22,,554801,14076,2581.711,5.452197848
Census Tract 5548.02,"Census Tract 5548.02, Harris County, Texas",48201554802,140,0,48,201,22,,554802,15009,1163.97,12.89465897
Census Tract 5549.01,"Census Tract 5549.01, Harris County, Texas",48201554901,140,0,48,201,22,,554901,8373,2495.979,3.354595465
Census Tract 5549.02,"Census Tract 5549.02, Harris County, Texas",48201554902,140,0,48,201,22,,554902,6182,1274.327,4.851188114
Census Tract 5549.03,"Census Tract 5549.03, Harris County, Texas",48201554903,140,0,48,201,22,,554903,11314,2252.459,5.022955705
Census Tract 5550,"Census Tract 5550, Harris County, Texas",48201555000,140,0,48,201,22,,555000,7449,3472.974,2.144847775
Census Tract 5551,"Census Tract 5551, Harris County, Texas",48201555100,140,0,48,201,22,,555100,8149,2798.413,2.9120077
Census Tract 5552,"Census Tract 5552, Harris County, Texas",48201555200,140,0,48,201,22,,555200,6413,892.3479,7.18665878
Census Tract 5553.01,"Census Tract 5553.01, Harris County, Texas",48201555301,140,0,48,201,22,,555301,960,384.4059,2.497359833
Census Tract 5553.02,"Census Tract 5553.02, Harris County, Texas",48201555302,140,0,48,201,22,,555302,9219,1246.222,7.397557827
Census Tract 5553.03,"Census Tract 5553.03, Harris County, Texas",48201555303,140,0,48,201,22,,555303,4090,507.1976,8.063918443
Census Tract 5554.01,"Census Tract 5554.01, Harris County, Texas",48201555401,140,0,48,201,22,,555401,2445,473.528,5.163369483
Census Tract 5554.02,"Census Tract 5554.02, Harris County, Texas",48201555402,140,0,48,201,22,,555402,7774,1435.333,5.416166407
Census Tract 5555.01,"Census Tract 5555.01, Harris County, Texas",48201555501,140,0,48,201,22,,555501,4324,273.2025,15.82709109
Census Tract 5555.02,"Census Tract 5555.02, Harris County, Texas",48201555502,140,0,48,201,22,,555502,17016,1270.138,13.39697327
Census Tract 5556,"Census Tract 5556, Harris County, Texas",48201555600,140,0,48,201,22,,555600,4717,225.235,20.94257271
Census Tract 5557.01,"Census Tract 5557.01, Harris County, Texas",48201555701,140,0,48,201,22,,555701,7064,1714.952,4.119064644
Census Tract 5557.02,"Census Tract 5557.02, Harris County, Texas",48201555702,140,0,48,201,22,,555702,9389,2100.174,4.470581717
Census Tract 5560,"Census Tract 5560, Harris County, Texas",48201556000,140,0,48,201,22,,556000,6462,126.1598,51.2207655
Census Tract 9800,"Census Tract 9800, Harris County, Texas",48201980000,140,0,48,201,22,,980000,33,15.24626,2.164464855
Census Tract 9801,"Census Tract 9801, Harris County, Texas",48201980100,140,0,48,201,22,,980100,603,49.37996,12.21143187
